lon,lat
13,78
13.083333015441895,78
13.166666984558105,78
13.25,78
13.333333015441895,78
13.416666984558105,78
13.5,78
13.583333015441895,78
13.666666984558105,78
13.75,78
13.833333015441895,78
13,78.08333587646484
13.083333015441895,78.08333587646484
13.166666984558105,78.08333587646484
13.25,78.08333587646484
13.333333015441895,78.08333587646484
13.416666984558105,78.08333587646484
13.5,78.08333587646484
13.583333015441895,78.08333587646484
13.666666984558105,78.08333587646484
13.75,78.08333587646484
13.833333015441895,78.08333587646484
13.916666984558105,78.08333587646484
14,78.08333587646484
14.083333015441895,78.08333587646484
14.166666984558105,78.08333587646484
14.25,78.08333587646484
14.333333015441895,78.08333587646484
14.583333015441895,78.08333587646484
14.666666984558105,78.08333587646484
14.75,78.08333587646484
14.833333015441895,78.08333587646484
13,78.16666412353516
13.083333015441895,78.16666412353516
13.166666984558105,78.16666412353516
13.25,78.16666412353516
13.333333015441895,78.16666412353516
13.416666984558105,78.16666412353516
13.5,78.16666412353516
13.583333015441895,78.16666412353516
13.666666984558105,78.16666412353516
13.75,78.16666412353516
13.833333015441895,78.16666412353516
13.916666984558105,78.16666412353516
14,78.16666412353516
14.083333015441895,78.16666412353516
14.166666984558105,78.16666412353516
14.25,78.16666412353516
14.333333015441895,78.16666412353516
14.416666984558105,78.16666412353516
14.5,78.16666412353516
14.583333015441895,78.16666412353516
14.666666984558105,78.16666412353516
14.75,78.16666412353516
14.833333015441895,78.16666412353516
14.916666984558105,78.16666412353516
15,78.16666412353516
15.083333015441895,78.16666412353516
15.166666984558105,78.16666412353516
15.25,78.16666412353516
13,78.25
13.083333015441895,78.25
13.166666984558105,78.25
13.25,78.25
13.75,78.25
13.833333015441895,78.25
13.916666984558105,78.25
14,78.25
14.083333015441895,78.25
14.166666984558105,78.25
14.25,78.25
14.333333015441895,78.25
14.416666984558105,78.25
14.5,78.25
14.583333015441895,78.25
14.666666984558105,78.25
14.75,78.25
14.833333015441895,78.25
14.916666984558105,78.25
15,78.25
15.083333015441895,78.25
15.166666984558105,78.25
15.25,78.25
15.333333015441895,78.25
15.416666984558105,78.25
15.5,78.25
15.583333015441895,78.25
15.666666984558105,78.25
15.75,78.25
13,78.33333587646484
13.083333015441895,78.33333587646484
14.25,78.33333587646484
14.333333015441895,78.33333587646484
14.416666984558105,78.33333587646484
14.5,78.33333587646484
14.583333015441895,78.33333587646484
14.666666984558105,78.33333587646484
14.75,78.33333587646484
14.833333015441895,78.33333587646484
14.916666984558105,78.33333587646484
15,78.33333587646484
15.083333015441895,78.33333587646484
15.166666984558105,78.33333587646484
15.25,78.33333587646484
15.333333015441895,78.33333587646484
15.416666984558105,78.33333587646484
15.5,78.33333587646484
15.583333015441895,78.33333587646484
15.666666984558105,78.33333587646484
15.75,78.33333587646484
15.833333015441895,78.33333587646484
16.16666603088379,78.33333587646484
16.25,78.33333587646484
16.33333396911621,78.33333587646484
16.41666603088379,78.33333587646484
16.5,78.33333587646484
14.5,78.41666412353516
14.583333015441895,78.41666412353516
14.666666984558105,78.41666412353516
14.75,78.41666412353516
14.833333015441895,78.41666412353516
14.916666984558105,78.41666412353516
15,78.41666412353516
15.083333015441895,78.41666412353516
15.166666984558105,78.41666412353516
15.25,78.41666412353516
15.333333015441895,78.41666412353516
15.416666984558105,78.41666412353516
15.5,78.41666412353516
15.583333015441895,78.41666412353516
15.666666984558105,78.41666412353516
15.75,78.41666412353516
15.833333015441895,78.41666412353516
15.916666984558105,78.41666412353516
16,78.41666412353516
16.08333396911621,78.41666412353516
16.16666603088379,78.41666412353516
16.25,78.41666412353516
16.33333396911621,78.41666412353516
16.41666603088379,78.41666412353516
16.5,78.41666412353516
16.58333396911621,78.41666412353516
16.66666603088379,78.41666412353516
16.75,78.41666412353516
14.166666984558105,78.5
14.25,78.5
14.333333015441895,78.5
14.416666984558105,78.5
14.5,78.5
14.583333015441895,78.5
14.666666984558105,78.5
14.75,78.5
14.833333015441895,78.5
14.916666984558105,78.5
15,78.5
